"Šifra";"Naziv proizvoda";"Brend";"Kategorija";"Aktualna cijena (EUR)";"Redovna cijena (EUR)";"Dostupne veličine";"Boja";"Dostupnost";"Poveznica"
"65025PT_B";"NW POWER TOWER";"NW";"Fitnes - SPRAVE I DODACI - Sprave - Powertower";"139,99";"199,99";"";"crna";"Dostupno";"https://woolf.hr/power-tower-proizvod-12422/"
"WT023_865012";"NW SAMOLJEPLJIVI POLUĐON";"NW";"Žensko - Dodaci - Ulošci za cipele";"2,49";"2,49";"l, m, s";"crna";"Dostupno";"https://woolf.hr/samoljepljivi-poludon-proizvod-9712/"
"WLF347_BLUE";"NW SANDALE";"NW";"Dječje - Obuća - Sandale";"7,99";"15,79";"36";"bijela]]><![CDATA[plava";"Dostupno";"https://woolf.hr/sandale-proizvod-6491/"
"F81021_BLACK";"NW SANDALE";"NW";"Žensko - Obuća - Sandale";"13,09";"18,45";"37";"crna";"Dostupno";"https://woolf.hr/sandale-proizvod-7936/"
"WLFP0332_PINK";"NW SANDALE";"NW";"Žensko - Obuća - Sandale";"15,99";"24,99";"37, 38, 39";"pink";"Dostupno";"https://woolf.hr/sandale-proizvod-10118/"
"WLFP0332_BROWN";"NW SANDALE";"NW";"Žensko - Obuća - Sandale";"15,99";"24,99";"37";"smeda";"Dostupno";"https://woolf.hr/sandale-proizvod-10120/"
"WLFP0342_NAVY";"NW SANDALE";"NW";"Dječje - Obuća - Sandale";"7,99";"15,79";"30";"crna]]><![CDATA[plava";"Dostupno";"https://woolf.hr/sandale-proizvod-10171/"
"1175_WHITE";"NW SPORTSKA ČARAPA 3 PACK";"NW";"Muško - Odjeća - Čarape";"5,50";"10,99";"43-44, 45-46";"bijela";"Dostupno";"https://woolf.hr/sportska-carapa-proizvod-7237/"
"0101_WHITE";"NW SPORTSKA ČARAPA 6 PACK";"NW";"Žensko - Odjeća - Čarape";"9,99";"15,99";"43-44, 45-46";"bijela";"Dostupno";"https://woolf.hr/sportska-carapa-6-pack-proizvod-11668/"
"01175_110_BIJELA";"NW SPORTSKE ČARAPE";"NW";"Muško - Odjeća - Čarape";"2,25";"4,49";"41-42, 43-44, 45-46";"bijela";"Dostupno";"https://woolf.hr/sportska-carapa-proizvod-2262/"
"WT023_061044";"NW SPORTSKI ULOŽAK";"NW";"Žensko - Dodaci - Ulošci za cipele";"2,99";"2,99";"35-36";"bez";"Dostupno";"https://woolf.hr/sportski-ulozak-proizvod-9726/"
"01129_110";"NW STOPALICE";"NW";"Muško - Odjeća - Čarape";"1,65";"3,29";"43-44, 45-46";"bijela";"Dostupno";"https://woolf.hr/stopalice-proizvod-2519/"
"02230_090";"NW STOPALICE";"NW";"Žensko - Odjeća - Čarape";"1,60";"3,19";"";"bijela";"Dostupno";"https://woolf.hr/stopalice-proizvod-2522/"
"02235_096";"NW STOPALICE 2pack";"NW";"Žensko - Odjeća - Čarape - Stopalice";"2,75";"5,49";"";"bijela]]><![CDATA[pink";"Dostupno";"https://woolf.hr/stopalice-proizvod-9878/"
"260_110";"NW STOPALICE 3 pack";"NW";"Muško - Odjeća - Čarape - Stopalice";"4,25";"8,49";"37-40";"bijela]]><![CDATA[crna]]><![CDATA[plava";"Dostupno";"https://woolf.hr/stopalice-3-pack-proizvod-2570/"
"260_119";"NW STOPALICE 3 PACK";"NW";"Žensko - Odjeća - Čarape - Stopalice";"4,25";"8,49";"41-43";"bijela";"Dostupno";"https://woolf.hr/stopalice-3-pack-proizvod-7944/"
"3500914_GREY_BLACK";"NW SVJETLEĆE TENISICE";"NW";"Dječje - Obuća - Tenisice";"14,99";"26,41";"32, 33";"crna]]><![CDATA[pink]]><![CDATA[siva";"Dostupno";"https://woolf.hr/svjetlece-tenisice-proizvod-4482/"
"AC011_RED";"NW ŠKOLSKE PAPUČE";"NW";"Dječje - Obuća - Papuče - Papuče za razred";"6,49";"10,49";"39";"crvena";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-1641/"
"WS20_K12_NAVY";"NW ŠKOLSKE PAPUČE";"NW";"Dječje - Obuća - Papuče - Papuče za razred";"9,09";"9,09";"25, 27";"plava";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-7059/"
"261561_1PL_PINK";"NW ŠKOLSKE PAPUČE";"NW";"Dječje - Obuća - Papuče - Papuče za razred";"7,99";"9,99";"28, 32, 33, 34";"pink";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-8916/"
"261561PL_PINK";"NW ŠKOLSKE PAPUČE";"NW";"Dječje - Obuća - Papuče - Papuče za razred";"8,99";"9,99";"28, 29, 30, 34";"plava";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-8919/"
"261561PL_BLUE";"NW ŠKOLSKE PAPUČE";"NW";"Dječje - Obuća - Papuče - Papuče za razred";"9,99";"9,99";"28";"bijela";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-8923/"
"261587PL_PINKY";"NW ŠKOLSKE PAPUČE";"NW";"Dječje - Obuća - Papuče - Papuče za razred";"11,99";"11,99";"27, 28";"crna]]><![CDATA[pink";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-10651/"
"261584PL_J_NAVY";"NW ŠKOLSKE PAPUČE";"NW";"Dječje - Obuća - Papuče - Papuče za razred";"11,99";"11,99";"27, 28";"crna]]><![CDATA[plava";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-10652/"
"261584PL_G_BLUE";"NW ŠKOLSKE PAPUČE";"NW";"Dječje - Obuća - Papuče - Papuče za razred";"11,99";"11,99";"32, 33";"plava";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-10654/"
"261588PL_PINK";"NW ŠKOLSKE PAPUČE";"NW";"Dječje - Obuća - Papuče - Papuče za razred";"9,99";"9,99";"27";"pink";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-10660/"
"261584PL_C_GREY";"NW ŠKOLSKE PAPUČE";"NW";"Dječje - Obuća - Papuče - Papuče za razred";"11,99";"11,99";"27, 28";"siva]]><![CDATA[zelena";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-10661/"
"261584_LT_GREY";"NW ŠKOLSKE PAPUČE";"NW";"Dječje - Obuća - Papuče - Papuče za razred";"11,99";"11,99";"27, 28, 29";"siva";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-11827/"
"261587PL_NAVY";"NW ŠKOLSKE PAPUČE";"NW";"Dječje - Obuća - Papuče - Papuče za razred";"11,99";"11,99";"27, 28";"plava";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-11828/"
"261587_PINK";"NW ŠKOLSKE PAPUČE";"NW";"Dječje - Obuća - Papuče - Papuče za razred";"11,99";"11,99";"27";"pink";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-11832/"
"261584_PL_GREY";"NW ŠKOLSKE PAPUČE";"NW";"Dječje - Obuća - Papuče - Papuče za razred";"11,99";"11,99";"27, 28";"siva";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-11833/"
"261584_PL_BLUE";"NW ŠKOLSKE PAPUČE";"NW";"Dječje - Obuća - Papuče - Papuče za razred";"11,99";"11,99";"27, 28, 29";"plava";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-11834/"
"2171_BLACK";"NW ŠKOLSKE PAPUČE";"NW";"Dječje - Obuća - Papuče - Papuče za razred";"14,99";"14,99";"29, 30, 31, 32, 33";"crna";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-12873/"
"A270_WHITE";"NW ŠKOLSKE PAPUČE";"NW";"Dječje - Obuća - Papuče - Papuče za razred";"12,99";"12,99";"33, 34";"bijela";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-12874/"
"2018002_BLUE";"NW ŠKOLSKE PAPUČE";"NW";"Dječje - Obuća - Papuče - Papuče za razred";"14,99";"14,99";"28, 29, 30, 31, 34";"plava";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-12945/"
"2018002_BLACK";"NW ŠKOLSKE PAPUČE";"NW";"Dječje - Obuća - Papuče - Papuče za razred";"14,99";"14,99";"29, 31, 33, 34";"crna";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-12947/"
"2921_NAVY";"NW ŠKOLSKE PAPUČE";"NW";"Dječje - Obuća - Papuče - Papuče za razred";"14,99";"14,99";"31, 32, 33, 34, 35, 36";"plava";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-12954/"
"2921_BLACK";"NW ŠKOLSKE PAPUČE";"NW";"Dječje - Obuća - Papuče - Papuče za razred";"14,99";"14,99";"31, 32, 33, 34, 35, 36";"crna";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-12955/"
"2921_BLUE";"NW ŠKOLSKE PAPUČE";"NW";"Dječje - Obuća - Papuče - Papuče za razred";"14,99";"14,99";"31, 32, 33, 34, 35, 36";"plava";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-12956/"
"WLF22_59_BEIGE";"NW ŠPAGERICE";"NW";"Muško - Obuća - Špagerice";"14,99";"19,99";"44";"bez";"Dostupno";"https://woolf.hr/spagerice-proizvod-7609/"
"WLF22_104_NAVY";"NW ŠPAGERICE";"NW";"Žensko - Obuća - Špagerice";"13,09";"17,12";"37";"plava";"Dostupno";"https://woolf.hr/spagerice-proizvod-7743/"
"WLFP198_PINK";"NW ŠPAGERICE";"NW";"Muško - Obuća - Tenisice";"13,09";"17,12";"44, 45";"pink";"Dostupno";"https://woolf.hr/spagerice-proizvod-8625/"
"0102_WHITE";"NW TANKA SPORTSKA ČARAPA 6 PACK";"NW";"Žensko - Odjeća - Čarape";"6,99";"15,99";"43-44, 45-46";"bijela";"Dostupno";"https://woolf.hr/tanka-sportska-carapa-6-pack-proizvod-11671/"
"2019_13_PLAVA";"NW TENISICE";"NW";"Dječje - Obuća - Tenisice";"6,99";"17,12";"33";"plava]]><![CDATA[siva";"Dostupno";"https://woolf.hr/tenisice-proizvod-2774/"
"2162_RED";"NW TENISICE";"NW";"Žensko - Obuća - Tenisice";"10,39";"17,12";"37";"crvena";"Dostupno";"https://woolf.hr/tenisice-proizvod-4002/"
"2008_WHITE";"NW TENISICE";"NW";"Žensko - Obuća - Tenisice";"21,09";"26,41";"40";"bijela";"Dostupno";"https://woolf.hr/tenisice-proizvod-8312/"
"WLFP121_BLACK";"NW TENISICE";"NW";"Žensko - Obuća - Tenisice";"14,99";"33,05";"37";"crna";"Dostupno";"https://woolf.hr/tenisice-proizvod-8448/"
"WLFP121_BEIGE";"NW TENISICE";"NW";"Žensko - Obuća - Tenisice";"24,99";"29,99";"37, 38";"bez]]><![CDATA[crna";"Dostupno";"https://woolf.hr/tenisice-proizvod-8449/"
"WW069_WHITE";"NW TENISICE";"NW";"Dječje - Obuća - Tenisice";"13,99";"23,99";"25, 26, 28";"bijela";"Dostupno";"https://woolf.hr/tenisice-proizvod-9325/"
"WW069_BLACK";"NW TENISICE";"NW";"Dječje - Obuća - Tenisice";"13,99";"23,99";"25";"crna";"Dostupno";"https://woolf.hr/tenisice-proizvod-9326/"
"WLFP088_RED";"NW TENISICE";"NW";"Žensko - Obuća - Tenisice";"7,99";"9,99";"37, 38";"crvena";"Dostupno";"https://woolf.hr/tenisice-proizvod-9455/"
"WLFP122025_WHITE";"NW TENISICE";"NW";"Muško - Obuća - Tenisice";"19,99";"24,99";"45, 46";"bijela";"Dostupno";"https://woolf.hr/tenisice-za-golf-proizvod-11891/"
"WLFP122025_BLUE";"NW TENISICE";"NW";"Muško - Obuća - Tenisice";"19,99";"24,99";"44, 46";"plava";"Dostupno";"https://woolf.hr/tenisice-za-golf-proizvod-11892/"
"WLFP642025_NAVY";"NW TENISICE";"NW";"Žensko - Obuća - Tenisice";"19,99";"24,99";"37";"plava";"Dostupno";"https://woolf.hr/tenisice-proizvod-12023/"
"LT417_BLACK";"NW TENISICE";"NW";"Žensko - Obuća - Tenisice";"23,99";"26,99";"38";"crna";"Dostupno";"https://woolf.hr/tenisice-proizvod-12051/"
"W7035A_BLACK";"NW TENISICE";"NW";"Muško - Obuća - Tenisice";"35,99";"39,99";"41, 43";"crna";"Dostupno";"https://woolf.hr/tenisice-proizvod-12061/"
"WLFP1302025_BLACK";"NW TENISICE";"NW";"Žensko - Obuća - Tenisice";"19,99";"24,99";"38";"crna";"Dostupno";"https://woolf.hr/tenisice-proizvod-12266/"
"WLFP1702025_WHITE";"NW TENISICE";"NW";"Žensko - Obuća - Tenisice";"19,99";"24,99";"38";"bijela";"Dostupno";"https://woolf.hr/tenisice-proizvod-12365/"
"WLFP122025_BLACK";"NW TENISICE";"NW";"Muško - Obuća - Tenisice";"19,99";"24,99";"44";"";"Dostupno";"https://woolf.hr/tenisice-proizvod-12407/"
"WLFP112025_RED_NAVY";"NW TENISICE";"NW";"Žensko - Obuća - Tenisice";"19,99";"24,99";"37";"crvena";"Dostupno";"https://woolf.hr/tenisice-za-golf-proizvod-12409/"
"WLFP112025_WHITE_BLUE";"NW TENISICE";"NW";"Žensko - Obuća - Tenisice";"19,99";"24,99";"37, 38, 39, 41";"bijela";"Dostupno";"https://woolf.hr/tenisice-za-golf-proizvod-12410/"
"W7035A_SIVA";"NW TENISICE";"NW";"Muško - Obuća - Tenisice";"35,99";"39,99";"41, 42, 43, 44, 45";"siva";"Dostupno";"https://woolf.hr/tenisice-proizvod-12427/"
"W7031_GREY";"NW TENISICE";"NW";"Muško - Obuća - Tenisice";"35,99";"39,99";"42, 43";"siva";"Dostupno";"https://woolf.hr/tenisice-proizvod-12428/"
"0246_WHITE";"NW TENISICE ZA GOLF";"NW";"Muško - Obuća - Tenisice";"19,99";"52,96";"41, 42, 43, 44, 45, 46";"bijela";"Dostupno";"https://woolf.hr/tenisice-za-golf-proizvod-6085/"
"0247_WHITE";"NW TENISICE ZA GOLF";"NW";"Žensko - Obuća - Tenisice";"19,99";"52,96";"37, 39, 41";"bijela";"Dostupno";"https://woolf.hr/tenisice-za-golf-proizvod-6086/"
"WLFP112025_NAVY";"NW TENISICE ZA GOLF";"NW";"Žensko - Obuća - Tenisice";"19,99";"24,99";"38, 39, 41";"plava";"Dostupno";"https://woolf.hr/tenisice-za-golf-proizvod-11890/"
"WLFP1352025_BLACK";"NW TENISICE ZA TRČANJE";"NW";"Žensko - Obuća - Tenisice";"19,99";"24,99";"37";"crna";"Dostupno";"https://woolf.hr/tenisice-za-trcanje-proizvod-12299/"
"WLFP02025_BROWN";"NW TREKKING TENISICE";"NW";"Žensko - Obuća - Tenisice";"24,99";"29,99";"37, 38, 39, 40";"smeda";"Dostupno";"https://woolf.hr/trekking-tenisice-proizvod-11571/"
"WLFP92025_GREY";"NW TREKKING TENISICE";"NW";"Žensko - Obuća - Tenisice";"24,99";"29,99";"40";"siva";"Dostupno";"https://woolf.hr/trekking-tenisice-proizvod-11885/"
"WLFP682025_BLUE";"NW TREKKING TENISICE";"NW";"Dječje - Obuća - Tenisice";"14,90";"29,99";"30";"plava";"Dostupno";"https://woolf.hr/trekking-tenisice-proizvod-12122/"
"WLFP982025_BEIGE";"NW TREKKING TENISICE";"NW";"Žensko - Obuća - Tenisice";"23,99";"29,99";"38, 41";"bez";"Dostupno";"https://woolf.hr/trekking-tenisice-proizvod-12221/"
"WLFP992025_GREY";"NW TREKKING TENISICE";"NW";"Muško - Obuća - Tenisice";"29,99";"29,99";"41";"siva";"Dostupno";"https://woolf.hr/trekking-tenisice-proizvod-12222/"
"WLFP402025_BLUE";"NW ULOŠCI ZA TRČANJE";"NW";"Žensko - Dodaci - Ulošci za cipele";"4,99";"4,99";"36-37";"plava";"Dostupno";"https://woolf.hr/ulosci-za-trcanje-proizvod-11957/"
"WT023_011235";"NW ZIMSKI ULOŽAK";"NW";"Žensko - Dodaci - Ulošci za cipele";"2,99";"2,99";"35-36";"bijela]]><![CDATA[smeda";"Dostupno";"https://woolf.hr/zimski-ulozak-proizvod-9709/"
"2490A_NAVY";"NW ŽENSKE CIPELE";"NW";"Žensko - Obuća - Štikle";"15,99";"19,78";"39, 41";"plava";"Dostupno";"https://woolf.hr/zenske-cipele-proizvod-7955/"
"2001_GOLD";"NW ŽLICA ZA CIPELE";"NW";"Žensko - Dodaci - Žlice za cipele";"2,99";"2,99";"";"zlatna";"Dostupno";"https://woolf.hr/zlica-za-cipele-proizvod-10311/"
"2001_SILVER";"NW ŽLICA ZA CIPELE";"NW";"Žensko - Dodaci - Žlice za cipele";"2,99";"2,99";"";"srebrna";"Dostupno";"https://woolf.hr/zlica-za-cipele-proizvod-10312/"
"2008_RED";"NW ŽLICA ZA CIPELE 160mm";"NW";"Žensko - Dodaci - Žlice za cipele";"1,49";"1,49";"";"crvena";"Dostupno";"https://woolf.hr/zlica-za-cipele-160mm-proizvod-11986/"
"2001_GREY";"NW ŽLICA ZA CIPELE 600mm";"NW";"Žensko - Dodaci - Žlice za cipele";"2,99";"2,99";"";"siva";"Dostupno";"https://woolf.hr/zlica-za-cipele-proizvod-10313/"
"6502157V";"OBOSTRANO VESLO ZA SUP DASKU";"";"Fitnes - SPRAVE I DODACI - Pribor";"49,99";"49,99";"";"";"Dostupno";"https://woolf.hr/obostrano-veslo-za-sup-dasku-proizvod-8755/"
"6502157VB";"OBOSTRANO VESLO ZA SUP DASKU";"";"Fitnes - SPRAVE I DODACI - Pribor";"39,99";"49,99";"";"";"Dostupno";"https://woolf.hr/obostrano-veslo-za-sup-dasku-proizvod-9046/"
"OD_ACID_GREEN";"ONEDOTLEFT VAKUMSKI DRŽAČ ZA MOBITEL";"ONEDOTLEFT";"Žensko - Dodaci - Nosači za mobitel";"7,90";"14,90";"";"zelena";"Dostupno";"https://woolf.hr/vakumski-drzac-za-mobitel-proizvod-9692/"
"OD_ELECTR_YELLOW";"ONEDOTLEFT VAKUMSKI DRŽAČ ZA MOBITEL";"ONEDOTLEFT";"Žensko - Dodaci - Nosači za mobitel";"7,90";"14,90";"";"zuta";"Dostupno";"https://woolf.hr/vakumski-drzac-za-mobitel-proizvod-9695/"
"OD_MELLOW_YELLOW";"ONEDOTLEFT VAKUMSKI DRŽAČ ZA MOBITEL";"ONEDOTLEFT";"Žensko - Dodaci - Nosači za mobitel";"7,90";"14,90";"";"zuta";"Dostupno";"https://woolf.hr/vakumski-drzac-za-mobitel-proizvod-9696/"
"OD_RUBY_HAZE";"ONEDOTLEFT VAKUMSKI DRŽAČ ZA MOBITEL";"ONEDOTLEFT";"Žensko - Dodaci - Nosači za mobitel";"7,90";"14,90";"";"crvena";"Dostupno";"https://woolf.hr/vakumski-drzac-za-mobitel-proizvod-9700/"
"WLFP0806_1BLUE";"PAPUČE ZA VODU";"";"Dječje - Obuća - Papuče - Papuče za vodu";"9,99";"9,99";"34, 36";"";"Dostupno";"https://woolf.hr/papuce-za-vodu-proizvod-12832/"
"WLFP0806_GREEN";"PAPUČE ZA VODU";"";"Dječje - Obuća - Papuče - Papuče za vodu";"9,99";"9,99";"28, 29";"zelena";"Dostupno";"https://woolf.hr/papuce-za-vodu-proizvod-12834/"
"WLFP0806_LIME";"PAPUČE ZA VODU";"";"Dječje - Obuća - Papuče - Papuče za vodu";"9,99";"9,99";"28, 29, 36, 37";"zelena";"Dostupno";"https://woolf.hr/papuce-za-vodu-proizvod-12835/"
"WLFP0806_RED";"PAPUČE ZA VODU";"";"Dječje - Obuća - Papuče - Papuče za vodu";"9,99";"9,99";"29";"crvena";"Dostupno";"https://woolf.hr/papuce-za-vodu-proizvod-12837/"
"WLF0806_DGREEN";"PAPUČE ZA VODU";"";"Dječje - Obuća - Papuče - Papuče za vodu";"9,99";"9,99";"37";"zelena";"Dostupno";"https://woolf.hr/papuce-za-vodu-proizvod-12838/"
"6502157P";"PERAJA ZA SUP";"";"Fitnes - SPRAVE I DODACI - Pribor";"9,99";"14,99";"";"";"Dostupno";"https://woolf.hr/paraja-za-sup-dasku-proizvod-10639/"
"sm-001368";"Petkit Petkit AirClipper 5-u-1 set za njegu kućnih ljubimaca";"Petkit";"Uređaji - TEHNIKA - Kućni ljubimci";"149,00";"149,00";"";"";"Dostupno";"https://woolf.hr/petkit-airclipper-5-u-1-set-za-njegu-kucnih-ljubimaca-proizvod-12544/"
"sm-001335";"Petkit Petkit Pura MAX 2 - samočisteći pametni WC za mačke";"Petkit";"Uređaji - TEHNIKA - Kućni ljubimci";"599,00";"599,00";"";"";"Dostupno";"https://woolf.hr/petkit-pura-max-2-samocisteci-pametni-wc-za-macke-proizvod-12459/"
"sm-001483";"Petkit Petkit Purobot Crystal Duo - pametni WC za mačke s AI kamerom";"Petkit";"Uređaji - TEHNIKA - Kućni ljubimci";"279,00";"279,00";"";"";"Dostupno";"https://woolf.hr/petkit-purobot-crystal-duo-pametni-wc-za-macke-s-ai-kamerom-proizvod-12448/"
"sm-001336";"Petkit Petkit Purobot Ultra - samočisteći pametni WC za mačke";"Petkit";"Uređaji - TEHNIKA - Kućni ljubimci";"1099,00";"1099,00";"";"";"Dostupno";"https://woolf.hr/petkit-purobot-ultra-samocisteci-pametni-wc-za-macke-proizvod-12486/"
"06356_BROWN";"PMTČ VEZICE PAMUČNE";"PMTČ";"Žensko - Dodaci - Vezice za obuću";"1,19";"1,19";"60cm, 90cm";"smeda";"Dostupno";"https://woolf.hr/vezice-pamucne-proizvod-2042/"
"PB20";"POKLON BON";"";"Žensko - Obuća - Poklon bonovi";"20,00";"20,00";"";"";"Dostupno";"https://woolf.hr/poklon-bon-proizvod-8712/"
"PB30";"POKLON BON";"";"Žensko - Obuća - Poklon bonovi";"30,00";"30,00";"";"";"Dostupno";"https://woolf.hr/poklon-bon-proizvod-8713/"
"PB40";"POKLON BON";"";"Žensko - Obuća - Poklon bonovi";"40,00";"40,00";"";"";"Dostupno";"https://woolf.hr/poklon-bon-proizvod-8714/"
"PB50";"POKLON BON";"";"Žensko - Obuća - Poklon bonovi";"50,00";"50,00";"";"";"Dostupno";"https://woolf.hr/poklon-bon-proizvod-8715/"
"PB15";"POKLON BON";"";"Žensko - Obuća - Poklon bonovi";"15,00";"15,00";"";"";"Dostupno";"https://woolf.hr/poklon-bon-proizvod-8716/"
"3065_NATUR";"PRESTIGE DEZODORANS ZA OBUĆU MENTOL 100ML";"PRESTIGE";"Žensko - Dodaci - Sprejevi za cipele";"8,99";"8,99";"";"bezbojno";"Dostupno";"https://woolf.hr/dezodorans-za-obucu-mentol-100ml-proizvod-11196/"
"3040_NATUR";"PRESTIGE IMPREGNACIJSKI SPREJ  250 ML";"PRESTIGE";"Žensko - Dodaci - Sprejevi za cipele";"7,49";"7,49";"";"bezbojno";"Dostupno";"https://woolf.hr/impregnacijski-sprej-250-ml-proizvod-11282/"
"3090_BEZBOJNI";"PRESTIGE IMPREGNACIJSKI SPREJ 75ML";"PRESTIGE";"Žensko - Dodaci - Sprejevi za cipele";"5,99";"5,99";"";"bezbojno";"Dostupno";"https://woolf.hr/impregnacijski-sprej-75ml-proizvod-11976/"
"1190_BEZBOJNI";"PRESTIGE IMPREGNACIJSKI SPREJ 500ML";"PRESTIGE";"Žensko - Dodaci - Sprejevi za cipele";"9,99";"9,99";"";"bezbojno";"Dostupno";"https://woolf.hr/impregnacijski-sprej-500ml-proizvod-10882/"
"3007_BLACK";"PRESTIGE KREMA ZA CIPELE 50ML";"PRESTIGE";"Žensko - Dodaci - Kreme za cipele";"4,99";"4,99";"";"crna";"Dostupno";"https://woolf.hr/krema-za-cipele-50ml-proizvod-10883/"
"3451_BLACK";"PRESTIGE MEMORY ULOŽAK";"PRESTIGE";"Žensko - Dodaci - Ulošci za cipele";"11,99";"11,99";"38, 40, 47";"crna";"Dostupno";"https://woolf.hr/memory-ulozak-proizvod-10778/"
"3451_BLUE";"PRESTIGE MEMORY ULOŽAK";"PRESTIGE";"Žensko - Dodaci - Ulošci za cipele";"11,99";"11,99";"41, 46, 47";"plava";"Dostupno";"https://woolf.hr/memory-ulozak-proizvod-10779/"
"3038_1BLACK";"PRESTIGE RENOVATOR ZA  ANTILOP I NUBUK 250ML";"PRESTIGE";"Žensko - Dodaci - Sprejevi za cipele";"7,99";"7,99";"";"crna";"Dostupno";"https://woolf.hr/renovator-za-antilop-i-nubuk-250ml-proizvod-11982/"
"3420_BLUE";"PRESTIGE SPORTSKI ULOŽAK";"PRESTIGE";"Žensko - Dodaci - Ulošci za cipele";"7,99";"7,99";"36, 37, 38, 39, 40, 45, 46, 47";"plava";"Dostupno";"https://woolf.hr/sportski-ulozak-proizvod-10780/"
"3439_NAVY";"PRESTIGE ULOŠCI ZA IZREZIVANJE";"PRESTIGE";"Žensko - Dodaci - Ulošci za cipele";"3,99";"3,99";"";"crna]]><![CDATA[plava";"Dostupno";"https://woolf.hr/ulosci-za-izrezivanje-proizvod-10894/"
"2501_BROWN";"PRESTIGE VEZICE  RAVNE";"PRESTIGE";"Žensko - Dodaci - Vezice za obuću";"2,49";"2,49";"100cm, 150cm";"smeda";"Dostupno";"https://woolf.hr/vezice-ravne-proizvod-10783/"
"001_WHITE";"PRESTIGE VEZICE  RAVNE";"PRESTIGE";"Žensko - Dodaci - Vezice za obuću";"2,49";"2,49";"60cm, 100cm, 120cm";"bijela";"Dostupno";"https://woolf.hr/vezice-ravne-proizvod-12135/"
"700_BLACK";"PRESTIGE VEZICE  RAVNE";"PRESTIGE";"Žensko - Dodaci - Vezice za obuću";"2,49";"2,49";"90cm, 100cm, 120cm";"crna";"Dostupno";"https://woolf.hr/vezice-ravne-proizvod-12137/"
"700_1_BLACK";"PRESTIGE VEZICE  RAVNE";"PRESTIGE";"Žensko - Dodaci - Vezice za obuću";"3,49";"3,49";"200cm";"crna";"Dostupno";"https://woolf.hr/vezice-ravne-proizvod-12143/"
"WLFP0410_RED";"RAZVRSTAVANJE ROBE ETUI ZA KARTICE";"RAZVRSTAVANJE ROBE";"Žensko - Dodaci - Novčanici";"5,99";"5,99";"";"crvena";"Dostupno";"https://woolf.hr/etui-za-kartice-proizvod-10565/"
"83527_BB402_02976";"RIDER JAPANKE IMPULSE THONG AD";"RIDER";"Muško - Obuća - Japanke";"25,99";"28,99";"44";"bijela";"Dostupno";"https://woolf.hr/japanke-impulse-thong-ad-proizvod-11518/"
"82670_20032_04297";"RIDER JAPANKE UNIVERSAL KIDS";"RIDER";"Dječje - Obuća - Japanke";"12,99";"18,45";"28-29";"bijela]]><![CDATA[plava";"Dostupno";"https://woolf.hr/japanke-universal-kids-proizvod-7008/"
"12394_BB533_06601";"RIDER NATIKAČE WALK SLIDE AD";"RIDER";"Muško - Obuća - Natikače";"27,99";"30,99";"42";"plava";"Dostupno";"https://woolf.hr/natikace-walk-slide-ad-proizvod-11519/"
"ALEX_GREY";"ROCK SPRING TENISICE";"ROCK SPRING";"Dječje - Obuća - Tenisice";"48,99";"56,00";"35, 37, 38";"siva";"Dostupno";"https://woolf.hr/tenisice-proizvod-11643/"
"SYNDEY_GREY";"ROCK SPRING TENISICE";"ROCK SPRING";"Dječje - Obuća - Tenisice";"48,99";"56,00";"34, 35, 36, 37";"siva";"Dostupno";"https://woolf.hr/tenisice-proizvod-11644/"
"PA04532505_BLUE";"ROLY SPORTSKE HLAČE BERMUDA";"ROLY";"Dječje - Odjeća - Hlače - Kratke hlače";"6,49";"6,49";"4, 8, 12, 16, l, m, xl, xxl";"plava";"Dostupno";"https://woolf.hr/sportske-hlace-bermuda-shorts-proizvod-1626/"
"PA04532202_BLACK";"ROLY SPORTSKE HLAČE BERMUDA";"ROLY";"Dječje - Odjeća - Hlače - Kratke hlače";"6,49";"6,49";"4, 8, 12, 16, l, m, xxl";"crna";"Dostupno";"https://woolf.hr/sportske-hlace-bermuda-shorts-proizvod-1627/"
